1$$$$$$$$$$$$$$
48$Au5.g10432_t1$Au5.g14667_t1$Au5.g2872_t1$$$$$$$$$$$
49$Au5.g1752_t1$Au5.g8352_t1$Au5.g373_t1$Au5.g3513_t1$Au5.g6096_t1$Au5.g2264_t1$$$$$$$$
50$Au5.g15040_t1$$$$$$$$$$$$$
51$Au5.g1947_t1$Au5.g7207_t1$$$$$$$$$$$$
52$Au5.g1834_t1$Au5.g11232_t1$Au5.g12596_t1$Au5.g12617_t1$Au5.g135_t1$Au5.g4080_t1$Au5.g10798_t1$Au5.g12344_t1$Au5.g9451_t1$$$$$
53$Au5.g11917_t1$$$$$$$$$$$$$
54$Au5.g12146_t1$Au5.g13565_t1$Au5.g5379_t1$Au5.g10053_t1$$$$$$$$$$
55$Au5.g1092_t1$Au5.g1752_t1$Au5.g8877_t1$Au5.g10986_t1$Au5.g373_t1$Au5.g2164_t1$Au5.g9452_t1$$$$$$$
56$Au5.g12596_t1$Au5.g15717_t1$Au5.g4215_t1$Au5.g6524_t1$Au5.g8048_t1$Au5.g1191_t1$Au5.g5038_t1$Au5.g9297_t1$$$$$$
57$Au5.g8904_t1$Au5.g9759_t1$Au5.g14327_t1$$$$$$$$$$$
58$Au5.g2782_t1$Au5.g7556_t1$$$$$$$$$$$$
59$Au5.g11119_t1$Au5.g14042_t1$Au5.g14831_t1$Au5.g5494_t1$$$$$$$$$$
60$$$$$$$$$$$$$$
61$Au5.g11259_t1$Au5.g14558_t1$Au5.g9250_t1$$$$$$$$$$$
62$Au5.g12035_t1$Au5.g2708_t1$Au5.g4215_t1$Au5.g8048_t1$Au5.g9297_t1$$$$$$$$$
63$Au5.g3784_t1$Au5.g6387_t1$$$$$$$$$$$$
64$Au5.g10755_t1$Au5.g12461_t1$Au5.g13306_t1$Au5.g4386_t1$Au5.g6208_t1$$$$$$$$$
65$Au5.g1279_t1$Au5.g10824_t1$Au5.g12205_t1$$$$$$$$$$$
66$Au5.g9042_t1$Au5.g9066_t1$Au5.g10432_t1$Au5.g498_t2$$$$$$$$$$
67$Au5.g14019_t1$Au5.g15693_t1$Au5.g3676_t1$Au5.g6229_t1$$$$$$$$$$
68$Au5.g11573_t1$Au5.g4476_t1$$$$$$$$$$$$
69$Au5.g1301_t1$Au5.g8280_t1$Au5.g8398_t1$Au5.g8992_t1$Au5.g10912_t1$Au5.g13292_t1$Au5.g4425_t1$Au5.g2318_t1$Au5.g5035_t2$$$$$
70$$$$$$$$$$$$$$
71$Au5.g10341_t1$Au5.g14666_t1$Au5.g6479_t1$$$$$$$$$$$
72$Au5.g1823_t1$Au5.g10912_t1$Au5.g12448_t1$Au5.g12872_t1$Au5.g4160_t1$Au5.g4425_t1$Au5.g6190_t1$Au5.g9855_t1$Au5.g12413_t1$$$$$
73$Au5.g8669_t1$Au5.g10453_t1$Au5.g13946_t1$Au5.g14278_t1$Au5.g14543_t1$Au5.g15005_t1$Au5.g3275_t1$Au5.g6063_t1$$$$$$
74$Au5.g1160_t1$Au5.g960_t2$$$$$$$$$$$$
75$Au5.g12185_t1$Au5.g12872_t1$Au5.g2885_t1$Au5.g3144_t1$Au5.g3449_t1$Au5.g3984_t1$$$$$$$$
76$Au5.g10656_t1$Au5.g13079_t1$Au5.g2970_t1$Au5.g4032_t1$$$$$$$$$$
77$Au5.g10858_t1$Au5.g12035_t1$Au5.g683_t1$Au5.g3986_t1$Au5.g6072_t1$Au5.g3255_t1$$$$$$$$
78$Au5.g13079_t1$Au5.g15717_t1$Au5.g170_t1$Au5.g3249_t1$Au5.g4032_t1$Au5.g6524_t1$Au5.g6811_t1$Au5.g5038_t1$$$$$$
79$Au5.g1022_t1$Au5.g10345_t2$Au5.g12572_t1$Au5.g452_t1$$$$$$$$$$
80$Au5.g9042_t1$Au5.g9066_t1$Au5.g15026_t1$Au5.g4218_t1$Au5.g6887_t1$Au5.g8000_t1$$$$$$$$
81$Au5.g3262_t1$Au5.g9893_t1$$$$$$$$$$$$
82$Au5.g11616_t1$Au5.g14355_t1$Au5.g15232_t1$Au5.g5615_t1$Au5.g5977_t1$Au5.g9504_t1$$$$$$$$
83$Au5.g9202_t1$Au5.g9657_t1$Au5.g12632_t1$Au5.g3413_t1$Au5.g233_t1$$$$$$$$$
84$Au5.g1788_t1$Au5.g10547_t1$Au5.g2426_t1$Au5.g3806_t1$Au5.g6337_t1$$$$$$$$$
85$$$$$$$$$$$$$$
86$Au5.g3413_t1$$$$$$$$$$$$$
87$$$$$$$$$$$$$$
88$Au5.g14144_t1$Au5.g2088_t1$$$$$$$$$$$$
89$Au5.g10345_t2$Au5.g10345_t2$Au5.g3262_t1$$$$$$$$$$$
90$Au5.g12662_t1$Au5.g767_t1$Au5.g11329_t1$$$$$$$$$$$
91$Au5.g11038_t1$$$$$$$$$$$$$
92$$$$$$$$$$$$$$
93$Au5.g8409_t1$Au5.g10333_t1$Au5.g11146_t1$Au5.g11300_t1$Au5.g4241_t1$Au5.g7349_t1$$$$$$$$
94$Au5.g1022_t1$Au5.g10491_t1$Au5.g7138_t1$$$$$$$$$$$
95$Au5.g13848_t1$Au5.g2299_t1$$$$$$$$$$$$
96$Au5.g13328_t1$Au5.g15232_t1$Au5.g2822_t1$Au5.g3146_t1$Au5.g5977_t1$Au5.g12423_t1$$$$$$$$
97$Au5.g1717_t1$$$$$$$$$$$$$
98$Au5.g10962_t1$Au5.g8092_t1$$$$$$$$$$$$
99$Au5.g10453_t1$Au5.g11232_t1$$$$$$$$$$$$
100$Au5.g1834_t1$Au5.g12617_t1$Au5.g4080_t1$Au5.g6072_t1$Au5.g10798_t1$Au5.g12344_t1$Au5.g14912_t1$Au5.g9451_t1$$$$$$
101$Au5.g12899_t1$Au5.g15260_t1$Au5.g679_t1$Au5.g4599_t1$Au5.g15066_t1$$$$$$$$$
102$Au5.g8797_t1$Au5.g9202_t1$Au5.g11616_t1$Au5.g12632_t1$Au5.g13125_t1$Au5.g9840_t1$Au5.g1522_t1$$$$$$$
103$Au5.g10384_t1$$$$$$$$$$$$$
104$Au5.g8679_t1$Au5.g257_t1$$$$$$$$$$$$
105$Au5.g1823_t1$Au5.g8992_t1$Au5.g13409_t1$Au5.g2709_t1$Au5.g9855_t1$$$$$$$$$
106$Au5.g1522_t1$$$$$$$$$$$$$
107$Au5.g1960_t1$Au5.g8092_t1$$$$$$$$$$$$
108$Au5.g12218_t1$Au5.g2970_t1$Au5.g5343_t1$Au5.g14912_t1$$$$$$$$$$
109$Au5.g2607_t1$Au5.g6887_t1$$$$$$$$$$$$
110$Au5.g12035_t1$Au5.g14355_t1$Au5.g5343_t1$$$$$$$$$$$
111$Au5.g4218_t1$Au5.g8000_t1$$$$$$$$$$$$
112$Au5.g1717_t1$$$$$$$$$$$$$
113$$$$$$$$$$$$$$
114$Au5.g987_t1$Au5.g1160_t1$Au5.g14667_t1$Au5.g767_t1$Au5.g4678_t1$$$$$$$$$
115$$$$$$$$$$$$$$
116$Au5.g12662_t1$Au5.g767_t1$Au5.g11329_t1$$$$$$$$$$$
117$Au5.g8453_t1$Au5.g12851_t1$Au5.g14045_t1$Au5.g14333_t1$Au5.g58_t1$Au5.g682_t1$Au5.g2807_t1$Au5.g3249_t1$Au5.g4281_t1$Au5.g7448_t1$Au5.g8045_t1$Au5.g7529_t1$Au5.g13061_t1$Au5.g14128_t1
118$Au5.g8458_t1$Au5.g5494_t1$$$$$$$$$$$$
119$Au5.g8458_t1$Au5.g11119_t1$Au5.g11600_t1$Au5.g11737_t1$Au5.g4232_t1$$$$$$$$$
120$Au5.g7207_t1$Au5.g7885_t1$$$$$$$$$$$$
121$Au5.g1960_t1$$$$$$$$$$$$$
122$$$$$$$$$$$$$$
123$Au5.g2861_t1$Au5.g3146_t1$Au5.g12423_t1$$$$$$$$$$$
124$Au5.g1303_t1$Au5.g4519_t1$Au5.g7318_t1$$$$$$$$$$$
125$Au5.g8904_t1$Au5.g14327_t1$Au5.g6629_t1$$$$$$$$$$$
126$$$$$$$$$$$$$$
127$$$$$$$$$$$$$$
128$$$$$$$$$$$$$$
129$Au5.g14831_t1$Au5.g3275_t1$$$$$$$$$$$$
130$Au5.g1947_t1$Au5.g7885_t1$$$$$$$$$$$$
131$Au5.g11038_t1$$$$$$$$$$$$$
132$Au5.g8272_t1$Au5.g15040_t1$$$$$$$$$$$$
133$Au5.g1056_t1$Au5.g8511_t1$Au5.g10316_t1$Au5.g10896_t1$Au5.g11028_t1$Au5.g13522_t1$Au5.g2763_t1$Au5.g3267_t1$Au5.g4608_t1$Au5.g9990_t1$$$$
134$Au5.g8280_t1$Au5.g9759_t1$Au5.g11293_t1$Au5.g3518_t1$Au5.g9250_t1$$$$$$$$$
135$Au5.g8330_t1$Au5.g10590_t1$Au5.g13296_t1$Au5.g4160_t1$Au5.g9800_t1$Au5.g3255_t1$Au5.g13657_t1$$$$$$$
136$Au5.g15026_t1$Au5.g6335_t1$$$$$$$$$$$$
137$Au5.g11917_t1$$$$$$$$$$$$$
138$Au5.g6947_t1$$$$$$$$$$$$$
139$Au5.g14534_t1$Au5.g15783_t1$Au5.g6082_t1$$$$$$$$$$$
140$Au5.g3734_t1$Au5.g4121_t1$Au5.g7691_t1$$$$$$$$$$$
141$$$$$$$$$$$$$$
142$Au5.g10341_t1$Au5.g14666_t1$Au5.g767_t1$Au5.g6479_t1$$$$$$$$$$
143$Au5.g11737_t1$Au5.g14676_t1$Au5.g3447_t1$$$$$$$$$$$
144$$$$$$$$$$$$$$
145$Au5.g15783_t1$Au5.g3910_t1$$$$$$$$$$$$
146$Au5.g10852_t1$Au5.g9408_t1$$$$$$$$$$$$
147$Au5.g10852_t1$Au5.g6787_t1$$$$$$$$$$$$
148$Au5.g13040_t1$Au5.g4161_t1$Au5.g7762_t1$$$$$$$$$$$
149$$$$$$$$$$$$$$
150$Au5.g4161_t1$Au5.g4678_t1$Au5.g1886_t1$$$$$$$$$$$
151$Au5.g9288_t1$$$$$$$$$$$$$
152$Au5.g9701_t1$Au5.g10858_t1$Au5.g683_t1$Au5.g2609_t1$Au5.g2708_t1$Au5.g3986_t1$Au5.g6063_t1$Au5.g7939_t1$Au5.g5591_t1$$$$$
153$Au5.g9893_t1$$$$$$$$$$$$$
154$$$$$$$$$$$$$$
155$$$$$$$$$$$$$$
156$Au5.g1056_t1$Au5.g1301_t1$Au5.g8511_t1$Au5.g10896_t1$Au5.g11028_t1$Au5.g13409_t1$Au5.g13709_t1$Au5.g14002_t1$Au5.g2763_t1$Au5.g3267_t1$Au5.g3984_t1$Au5.g4608_t1$Au5.g9990_t1$
157$Au5.g8991_t1$Au5.g10384_t1$Au5.g10935_t1$Au5.g12982_t1$Au5.g14442_t1$Au5.g308_t1$Au5.g3309_t1$Au5.g4273_t1$Au5.g12345_t1$$$$$
158$Au5.g1788_t1$Au5.g14652_t1$Au5.g14723_t1$Au5.g15398_t1$Au5.g2609_t1$Au5.g3044_t1$Au5.g5180_t1$Au5.g7079_t1$Au5.g9800_t1$Au5.g1301_t1$Au5.g12399_t1$$$
159$Au5.g1719_t1$Au5.g1737_t1$Au5.g12461_t1$Au5.g12748_t1$Au5.g14241_t1$Au5.g14922_t1$Au5.g15418_t1$$$$$$$
160$Au5.g10758_t1$Au5.g15486_t1$Au5.g2299_t1$Au5.g2400_t1$$$$$$$$$$
161$Au5.g14731_t1$Au5.g6082_t1$Au5.g9288_t1$$$$$$$$$$$
162$Au5.g13306_t1$Au5.g13946_t1$Au5.g14278_t1$Au5.g14922_t1$Au5.g15005_t1$Au5.g4386_t1$$$$$$$$
163$Au5.g1224_t1$Au5.g13040_t1$Au5.g3675_t1$Au5.g4640_t1$Au5.g10803_t1$$$$$$$$$
164$$$$$$$$$$$$$$
165$Au5.g8679_t1$Au5.g257_t1$$$$$$$$$$$$
166$Au5.g1969_t1$Au5.g14760_t1$Au5.g4905_t1$$$$$$$$$$$
167$Au5.g14652_t1$Au5.g14723_t1$Au5.g2759_t1$Au5.g2885_t1$Au5.g3144_t1$Au5.g3449_t1$Au5.g6190_t1$$$$$$$
168$Au5.g8580_t1$Au5.g12218_t1$$$$$$$$$$$$
169$Au5.g15689_t1$Au5.g4462_t1$Au5.g4992_t1$$$$$$$$$$$
170$Au5.g15248_t1$Au5.g15689_t1$Au5.g4462_t1$Au5.g2400_t1$$$$$$$$$$
171$Au5.g1557_t1$Au5.g11259_t1$Au5.g15658_t1$Au5.g376_t1$Au5.g9840_t1$Au5.g3518_t1$$$$$$$$
172$Au5.g8436_t1$Au5.g3222_t1$Au5.g6387_t1$Au5.g9246_t1$$$$$$$$$$
173$Au5.g14253_t1$$$$$$$$$$$$$
174$Au5.g10491_t1$Au5.g84_t1$Au5.g3513_t1$Au5.g5106_t1$Au5.g2264_t1$Au5.g2088_t1$$$$$$$$
175$Au5.g12572_t1$Au5.g14355_t1$Au5.g14534_t1$Au5.g376_t1$Au5.g452_t1$Au5.g2822_t1$Au5.g5615_t1$Au5.g9504_t1$$$$$$
176$$$$$$$$$$$$$$
177$$$$$$$$$$$$$$
178$Au5.g1986_t1$Au5.g8669_t1$Au5.g9701_t1$Au5.g14543_t1$Au5.g14676_t1$Au5.g5180_t1$Au5.g5591_t1$$$$$$$
179$Au5.g10345_t2$$$$$$$$$$$$$
180$Au5.g10443_t1$Au5.g12556_t1$$$$$$$$$$$$
181$$$$$$$$$$$$$$
182$Au5.g1622_t1$$$$$$$$$$$$$
183$Au5.g3759_t1$Au5.g3910_t1$$$$$$$$$$$$
184$$$$$$$$$$$$$$
185$Au5.g8453_t1$Au5.g12851_t1$Au5.g14045_t1$Au5.g14333_t1$Au5.g58_t1$Au5.g170_t1$Au5.g682_t1$Au5.g4281_t1$Au5.g6811_t1$Au5.g7448_t1$Au5.g8045_t1$Au5.g7529_t1$Au5.g13061_t1$Au5.g14128_t1
186$Au5.g10443_t1$Au5.g503_t1$$$$$$$$$$$$
187$Au5.g10053_t1$$$$$$$$$$$$$
188$Au5.g8272_t1$Au5.g8946_t1$Au5.g7726_t1$Au5.g12367_t1$$$$$$$$$$
189$Au5.g10345_t2$Au5.g8104_t1$$$$$$$$$$$$
190$Au5.g8352_t1$Au5.g10824_t1$Au5.g10935_t1$Au5.g11226_t1$Au5.g12982_t1$Au5.g6096_t1$Au5.g12413_t1$$$$$$$
191$$$$$$$$$$$$$$
192$$$$$$$$$$$$$$
193$Au5.g1557_t1$Au5.g8398_t1$Au5.g8409_t1$Au5.g8520_t1$Au5.g8797_t1$Au5.g10333_t1$Au5.g13292_t1$Au5.g15658_t1$$$$$$
194$Au5.g11293_t1$$$$$$$$$$$$$
195$Au5.g12899_t1$Au5.g15260_t1$Au5.g3222_t1$Au5.g6833_t1$Au5.g15337_t1$$$$$$$$$
196$Au5.g13565_t1$Au5.g3676_t1$$$$$$$$$$$$
197$Au5.g9759_t1$Au5.g13125_t1$Au5.g3734_t1$Au5.g4121_t1$$$$$$$$$$
198$Au5.g10962_t1$Au5.g15363_t1$$$$$$$$$$$$
199$Au5.g15792_t1$Au5.g2607_t1$Au5.g3600_t1$$$$$$$$$$$
200$Au5.g1986_t1$Au5.g135_t1$Au5.g2807_t1$Au5.g1191_t1$$$$$$$$$$
201$Au5.g987_t1$Au5.g15486_t1$Au5.g4992_t1$$$$$$$$$$$
202$Au5.g1092_t1$Au5.g10345_t2$Au5.g10986_t1$$$$$$$$$$$
203$Au5.g8991_t1$Au5.g13919_t1$Au5.g12345_t1$Au5.g5035_t2$$$$$$$$$$
204$$$$$$$$$$$$$$
205$Au5.g8620_t1$Au5.g10316_t1$Au5.g12185_t1$Au5.g13522_t1$Au5.g13709_t1$Au5.g14002_t1$Au5.g15398_t1$Au5.g2426_t1$Au5.g3289_t1$Au5.g2318_t1$$$$
206$Au5.g8449_t1$Au5.g4599_t1$Au5.g2163_t1$Au5.g15066_t1$$$$$$$$$$
207$Au5.g5106_t1$$$$$$$$$$$$$
208$Au5.g8877_t1$Au5.g9759_t1$Au5.g2164_t1$Au5.g9452_t1$$$$$$$$$$
209$Au5.g494_t1$$$$$$$$$$$$$
210$$$$$$$$$$$$$$
211$Au5.g10590_t1$Au5.g11146_t1$Au5.g11300_t1$Au5.g13296_t1$Au5.g14144_t1$Au5.g4241_t1$Au5.g7349_t1$Au5.g13657_t1$$$$$$
212$Au5.g10365_t1$Au5.g12674_t1$Au5.g679_t1$Au5.g7138_t1$Au5.g2163_t1$$$$$$$$$
213$Au5.g12556_t1$$$$$$$$$$$$$
214$Au5.g11094_t1$Au5.g11738_t1$$$$$$$$$$$$
215$Au5.g6335_t1$$$$$$$$$$$$$
